Authority.Name,Fiscal.Year.End.Date,Cash.And.Cash.Equivalents,Investments,Receivables..Net,Other.Assets..Current.,Total.Current.Assets,Restricted.Cash.And.Investments,Long.Term.Receivables..Net,Other.Assets..Noncurrent.,Land.And.Other.Non.Depreciable.Property,Buildings.And.Equipment,Infrastructure,Accumulated.Depreciation,Net.Capital.Assets,Total.Noncurrent.Assets,Total.Assets,Accounts.Payable,Pension.Contribution.Payable..Current.,Other.Post.Employment.Benefits..Current.,Accrued.Liabilities,Deferred.Revenues,Bonds.And.Notes.Payable..Current.,Other.Long.Term.Obligations.Due.Within.One.Year,Total.Current.Liabilities,Pension.Contribution.Payable..Noncurrent.,Other.Post.Employment.Benefits..Noncurrent.,Bonds.And.Notes.Payable..Noncurrent.,Long.Term.Leases,Other.Long.Term.Obligations,Total.Noncurrent.Liabilities,Total.Liabilities,Invested.In.Capital.Assets..Net.Of.Related.Debt,Restricted.Net.Assets,Unrestricted.Net.Assets,Total.Net.Assets,Charges.For.Services,Rental.And.Financing.Income,Other.Operating.Revenues,Total.Operating.Revenue,Salaries.And.Wages,Other.Employee.Benefits,Professional.Services.Contracts,Supplies.And.Materials,Depreciation.And.Amortization,Other.Operating.Expenses,Total.Operating.Expenses,Operating.Income..Loss.,Investment.Earnings,State.Subsidies...Grants,Federal.Subsidies...Grants,Municipal.Subsidies...Grants,Public.Authority.Subsidies,Other.Non.operating.Revenues,Total.Non.Operating.Revenue,Interest.And.Other.Financing.Charges,Subsidies.To.Other.Public.Authorities,Grants.And.Donations,Other.Non.Operating.Expenses,Total.Non.Operating.Expenses,Income..Loss..Before.Contributions,Capital.Contributions,Change.in.net.assets,Net.Assets..Deficit..Beginning.Of.Year,Other.Net.Assets.Changes,Net.Assets..Deficit..At.End.Of.Year,,
Town of Amherst Development Corporation,9/30/2024,23932.00,0.00,0.00,0.00,23932.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,23932.00,3600.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.00,0.00,0.00,0.00,0.00,0.00,0.00,3600.00,0.00,0.00,20332.00,20332.00,4000.00,0.00,0.00,4000.00,0.00,0.00,0.00,0.00,0.00,9878.00,9878.00,-5878.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-5878.00,0.00,-5878.00,26210.00,0.00,20332.00,23932.00,OK
Town of Babylon L. D. Corporation II,9/30/2024,2512689.00,0.00,802400.00,0.00,3315089.00,0.00,17157.00,0.00,0.00,0.00,0.00,0.00,0.00,17157.00,3332246.00,37662.00,0.00,0.00,635346.00,229909.00,0.00,0.00,902917.00,0.00,0.00,0.00,0.00,0.00,0.00,902917.00,0.00,2087245.00,342084.00,2429329.00,325117.00,0.00,0.00,325117.00,0.00,0.00,125897.00,0.00,0.00,5569.00,131466.00,193651.00,36215.00,401400.00,550000.00,0.00,0.00,796591.00,1784206.00,0.00,0.00,1283552.00,219458.00,1503010.00,474847.00,0.00,474847.00,1954482.00,0.00,2429329.00,3332246.00,OK
Town of Brookhaven Local Development Corporation,9/30/2024,429912.00,0.00,0.00,8808.00,438720.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,438720.00,11075.00,0.00,0.00,0.00,0.00,0.00,0.00,11075.00,0.00,0.00,0.00,0.00,0.00,0.00,11075.00,0.00,0.00,427645.00,427645.00,10000.00,0.00,0.00,10000.00,20968.00,2550.00,8500.00,0.00,0.00,34735.00,66753.00,-56753.00,19223.00,0.00,0.00,0.00,0.00,0.00,19223.00,0.00,0.00,0.00,0.00,0.00,-37530.00,0.00,-37530.00,465175.00,0.00,427645.00,438720.00,OK
Town of Colonie Local Development Corporation,9/30/2024,468680.00,0.00,0.00,1071.00,469751.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,469751.00,725.00,0.00,0.00,0.00,0.00,0.00,0.00,725.00,0.00,0.00,0.00,0.00,0.00,0.00,725.00,0.00,0.00,469026.00,469026.00,203900.00,0.00,0.00,203900.00,0.00,0.00,7600.00,0.00,0.00,2011.00,9611.00,194289.00,6944.00,0.00,0.00,0.00,0.00,0.00,6944.00,0.00,0.00,0.00,0.00,0.00,201233.00,0.00,201233.00,267793.00,0.00,469026.00,469751.00,OK
Town of Dewitt Local Development Corporation,9/30/2024,457812.00,0.00,0.00,0.00,457812.00,349644.00,968438.00,97743.00,0.00,0.00,0.00,0.00,0.00,1415825.00,1873637.00,0.00,0.00,0.00,9448.00,457812.00,300000.00,0.00,767260.00,0.00,0.00,625000.00,0.00,96762.00,721762.00,1489022.00,0.00,349644.00,34971.00,384615.00,0.00,0.00,152473.00,152473.00,0.00,0.00,0.00,0.00,0.00,99350.00,99350.00,53123.00,15492.00,0.00,0.00,0.00,0.00,0.00,15492.00,50560.00,0.00,0.00,0.00,50560.00,18055.00,0.00,18055.00,366560.00,0.00,384615.00,1873637.00,OK
Town of Hempstead Local Development Corp.,9/30/2024,2102515.00,0.00,0.00,0.00,2102515.00,0.00,0.00,0.00,0.00,4368.00,0.00,4368.00,0.00,0.00,2102515.00,0.00,0.00,0.00,9731.00,0.00,0.00,0.00,9731.00,0.00,0.00,0.00,0.00,0.00,0.00,9731.00,0.00,0.00,2092784.00,2092784.00,23500.00,0.00,0.00,23500.00,89483.00,9311.00,23864.00,20153.00,0.00,0.00,142811.00,-119311.00,32904.00,0.00,0.00,0.00,0.00,0.00,32904.00,0.00,0.00,0.00,0.00,0.00,-86407.00,0.00,-86407.00,2179191.00,0.00,2092784.00,2102515.00,OK
Town of Huntington Local Development Corporation,9/30/2024,484475.00,0.00,0.00,0.00,484475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484475.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,484475.00,484475.00,5432.00,0.00,0.00,5432.00,0.00,0.00,2500.00,0.00,0.00,0.00,2500.00,2932.00,4968.00,0.00,0.00,0.00,0.00,0.00,4968.00,0.00,0.00,0.00,0.00,0.00,7900.00,0.00,7900.00,476575.00,0.00,484475.00,484475.00,OK
Town Of Islip Economic Development Corporation,9/30/2024,102299.00,0.00,0.00,0.00,102299.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,102299.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,100000.00,0.00,0.00,0.00,0.00,0.00,0.00,100000.00,0.00,0.00,2299.00,2299.00,500.00,0.00,0.00,500.00,0.00,0.00,5000.00,0.00,0.00,0.00,5000.00,-4500.00,390.00,0.00,0.00,0.00,0.00,0.00,390.00,0.00,0.00,0.00,0.00,0.00,-4110.00,0.00,-4110.00,6409.00,0.00,2299.00,102299.00,OK
Town of Montgomery Capital Resource Corporation,9/30/2024,245.00,0.00,0.00,0.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,245.00,OK
Troy Local Development Corporation,9/30/2024,296371.00,0.00,269472.00,6857.00,572700.00,0.00,676288.00,1967310.00,397501.00,191051.00,0.00,69060.00,519492.00,3163090.00,3735790.00,21731.00,0.00,0.00,0.00,811325.00,167000.00,215000.00,1215056.00,0.00,0.00,0.00,0.00,328000.00,328000.00,1543056.00,519492.00,0.00,1673242.00,2192734.00,135830.00,239831.00,12991.00,388652.00,0.00,0.00,130328.00,0.00,4829.00,152934.00,288091.00,100561.00,265.00,0.00,0.00,0.00,0.00,41339.00,41604.00,31271.00,0.00,0.00,26418.00,57689.00,84476.00,0.00,84476.00,2108258.00,0.00,2192734.00,3735790.00,OK
Tuxedo Farms Local Development Corporation,9/30/2024,389884.00,0.00,0.00,4215.00,394099.00,1598292.00,0.00,0.00,0.00,0.00,29308216.00,0.00,29308216.00,30906508.00,31300607.00,29744.00,0.00,0.00,65043.00,0.00,135000.00,325972.00,555759.00,0.00,0.00,29321380.00,0.00,0.00,29321380.00,29877139.00,2781264.00,147709.00,-1505505.00,1423468.00,0.00,0.00,2572537.00,2572537.00,0.00,0.00,40305.00,0.00,0.00,458080.00,498385.00,2074152.00,155288.00,0.00,0.00,0.00,0.00,-2342615.00,-2187327.00,0.00,0.00,0.00,0.00,0.00,-113175.00,0.00,-113175.00,1536643.00,0.00,1423468.00,31300607.00,OK
Tuxedo Local Development Corporation,9/30/2024,164727.00,0.00,25000.00,7124.00,196851.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,196851.00,8506.00,0.00,0.00,0.00,0.00,0.00,0.00,8506.00,0.00,0.00,0.00,0.00,0.00,0.00,8506.00,0.00,188345.00,0.00,188345.00,500.00,0.00,537123.00,537623.00,0.00,0.00,40457.00,91.00,0.00,503717.00,544265.00,-6642.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-15.00,0.00,0.00,0.00,-15.00,-6627.00,0.00,-6627.00,194972.00,0.00,188345.00,196851.00,OK
Ulster County Capital Resource Corporation,9/30/2024,449910.70,0.00,2000.00,0.00,451910.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,451910.70,7638.30,0.00,0.00,0.00,0.00,0.00,5692.30,13330.60,0.00,0.00,0.00,0.00,0.00,0.00,13330.60,0.00,0.00,438580.20,438580.20,3350.00,0.00,0.00,3350.00,1792.30,128.40,9974.70,230.40,0.00,1634.40,13760.20,-10410.20,4463.80,0.00,0.00,0.00,0.00,0.00,4463.80,0.00,0.00,0.00,0.00,0.00,-5946.40,0.00,-5946.40,444526.60,0.00,438580.20,451910.70,OK
Ulster Tobacco Asset Securitization Corporation,9/30/2024,83529.00,0.00,2470000.00,0.00,2553529.00,31771.00,2354981.00,0.00,0.00,0.00,0.00,0.00,0.00,2386752.00,4940281.00,12802.00,0.00,0.00,116968.00,5667487.00,4230000.00,0.00,10027257.00,0.00,0.00,23618882.00,0.00,5871247.00,29490129.00,39517386.00,0.00,0.00,-34577105.00,-34577105.00,0.00,0.00,2324442.00,2324442.00,0.00,0.00,44187.00,0.00,0.00,0.00,44187.00,2280255.00,151253.00,0.00,0.00,0.00,0.00,0.00,151253.00,1355419.00,0.00,0.00,0.00,1355419.00,1076089.00,0.00,1076089.00,-35653194.00,0.00,-34577105.00,4940281.00,OK
Utica Civic Development Corporation,9/30/2024,1.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.00,OK
Warren County Local Development Corporation,9/30/2024,366953.00,1034649.00,20000.00,53757.00,1475359.00,0.00,114354.00,-66999.00,0.00,0.00,0.00,0.00,0.00,47355.00,1522714.00,6949.00,0.00,0.00,0.00,0.00,0.00,0.00,6949.00,0.00,0.00,0.00,0.00,0.00,0.00,6949.00,0.00,0.00,1515765.00,1515765.00,0.00,0.00,60000.00,60000.00,0.00,0.00,59700.00,307.00,0.00,64660.00,124667.00,-64667.00,53058.00,0.00,0.00,0.00,0.00,914.00,53972.00,0.00,10000.00,0.00,0.00,10000.00,-20695.00,0.00,-20695.00,1536460.00,0.00,1515765.00,1522714.00,OK
Warren Tobacco Asset Securitization Corporation,9/30/2024,495542.00,0.00,827691.00,0.00,1323233.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1323233.00,0.00,0.00,0.00,7858.00,0.00,0.00,0.00,7858.00,0.00,0.00,6943310.00,0.00,0.00,6943310.00,6951168.00,0.00,1323233.00,-6951168.00,-5627935.00,0.00,0.00,842118.00,842118.00,0.00,0.00,24406.00,0.00,0.00,35142.00,59548.00,782570.00,29663.00,0.00,0.00,0.00,0.00,0.00,29663.00,428624.00,0.00,0.00,418581.00,847205.00,-34972.00,0.00,-34972.00,-5592963.00,0.00,-5627935.00,1323233.00,OK
Washington County Local Development Corporation,9/30/2024,2001835.00,0.00,552829.00,0.00,2554664.00,184985.00,0.00,2397013.00,0.00,0.00,0.00,0.00,0.00,2581998.00,5136662.00,0.00,0.00,0.00,0.00,0.00,18549.00,0.00,18549.00,0.00,0.00,47610.00,0.00,0.00,47610.00,66159.00,0.00,383400.00,4687103.00,5070503.00,23294.00,141194.00,1593.00,166081.00,74430.00,24338.00,31082.00,1560.00,656.00,34728.00,166794.00,-713.00,19093.00,0.00,0.00,80000.00,0.00,0.00,99093.00,0.00,0.00,0.00,0.00,0.00,98380.00,0.00,98380.00,5005934.00,-33811.00,5070503.00,5136662.00,OK
Washington Tobacco Asset Securitization Corporation,9/30/2024,273091.00,0.00,0.00,0.00,273091.00,927903.00,0.00,823650.00,0.00,0.00,0.00,0.00,0.00,1751553.00,2024644.00,46791.00,0.00,0.00,0.00,0.00,8305000.00,0.00,8351791.00,0.00,0.00,0.00,0.00,2955000.00,2955000.00,11306791.00,0.00,927903.00,-10210050.00,-9282147.00,0.00,0.00,852811.00,852811.00,0.00,0.00,0.00,0.00,0.00,589444.00,589444.00,263367.00,68087.00,0.00,0.00,0.00,0.00,0.00,68087.00,0.00,0.00,0.00,0.00,0.00,331454.00,0.00,331454.00,-9613601.00,0.00,-9282147.00,2024644.00,OK
Wayne County Civic Facility Development Corporation,9/30/2024,165119.00,0.00,34299.00,538.00,199956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199956.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,199956.00,199956.00,0.00,909.00,0.00,909.00,0.00,0.00,5140.00,0.00,0.00,-2276.00,2864.00,-1955.00,0.00,0.00,0.00,5678.00,0.00,0.00,5678.00,0.00,0.00,0.00,0.00,0.00,3723.00,0.00,3723.00,196233.00,0.00,199956.00,199956.00,OK
Wayne County Regional Land Bank Corporation,9/30/2024,2182156.00,0.00,0.00,6340.00,2188496.00,0.00,0.00,0.00,25032.00,668979.00,0.00,22562.00,671449.00,671449.00,2859945.00,18696.00,0.00,0.00,3103.00,0.00,0.00,550.00,22349.00,0.00,0.00,0.00,0.00,0.00,0.00,22349.00,0.00,0.00,2837596.00,2837596.00,0.00,22150.00,30000.00,52150.00,131120.00,19032.00,18731.00,1201.00,8700.00,640642.00,819426.00,-767276.00,19337.00,574146.00,0.00,827845.00,0.00,0.00,1421328.00,0.00,0.00,0.00,0.00,0.00,654052.00,0.00,654052.00,2183544.00,0.00,2837596.00,2859945.00,OK
Wayne Economic Development Corporation,9/30/2024,2499484.00,0.00,364854.00,402010.00,3266348.00,0.00,1970972.00,0.00,1655540.00,1059878.00,0.00,420540.00,2294878.00,4265850.00,7532198.00,0.00,0.00,0.00,0.00,446000.00,0.00,0.00,446000.00,0.00,0.00,0.00,0.00,0.00,0.00,446000.00,0.00,0.00,7086198.00,7086198.00,33973.00,960652.00,114.00,994739.00,0.00,0.00,33900.00,65.00,33774.00,824438.00,892177.00,102562.00,584.00,0.00,0.00,47141.00,0.00,0.00,47725.00,0.00,0.00,103528.00,910.00,104438.00,45849.00,0.00,45849.00,7040349.00,0.00,7086198.00,7532198.00,OK
Westchester County Local Development Corporation,9/30/2024,379732.00,500000.00,1196.00,11126.00,892054.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,892054.00,56213.00,0.00,0.00,190586.00,0.00,0.00,0.00,246799.00,0.00,0.00,0.00,0.00,0.00,0.00,246799.00,0.00,0.00,645255.00,645255.00,381359.00,0.00,0.00,381359.00,121379.00,62707.00,149793.00,600.00,0.00,22199.00,356678.00,24681.00,17519.00,0.00,0.00,0.00,0.00,0.00,17519.00,0.00,0.00,0.00,0.00,0.00,42200.00,0.00,42200.00,603055.00,0.00,645255.00,892054.00,OK
Westchester Tobacco Asset Securitization Corporation,9/30/2024,134714.00,119116.00,12306830.00,7050.00,12567710.00,14156281.00,0.00,3672758.00,0.00,0.00,0.00,0.00,0.00,17829039.00,30396749.00,21500.00,0.00,0.00,2341739.00,0.00,0.00,3800000.00,6163239.00,0.00,0.00,154334694.00,0.00,0.00,154334694.00,160497933.00,0.00,14133625.00,-144234809.00,-130101184.00,12306830.00,0.00,0.00,12306830.00,0.00,0.00,87940.00,0.00,0.00,74614.00,162554.00,12144276.00,580004.00,0.00,0.00,0.00,0.00,0.00,580004.00,7672991.00,0.00,0.00,1704496.00,9377487.00,3346793.00,0.00,3346793.00,-133447977.00,0.00,-130101184.00,30396749.00,OK
White Plains Center Local Development Corporation,9/30/2024,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,OK
Wyoming County Business Assistance Corporation,9/30/2024,1009515.00,0.00,4200.00,371190.00,1384905.00,540571.00,1901832.00,0.00,0.00,0.00,0.00,0.00,0.00,2442403.00,3827308.00,187.00,0.00,0.00,0.00,168928.00,0.00,0.00,169115.00,0.00,0.00,0.00,0.00,0.00,0.00,169115.00,0.00,40571.00,3617622.00,3658193.00,2100.00,84598.00,0.00,86698.00,0.00,0.00,113871.00,0.00,0.00,1629.00,115500.00,-28802.00,11006.00,236837.00,0.00,0.00,0.00,0.00,247843.00,0.00,0.00,155000.00,0.00,155000.00,64041.00,0.00,64041.00,3594152.00,0.00,3658193.00,3827308.00,OK
Wyoming County Business Center,9/30/2024,386415.00,181718.00,110729.00,11945.00,690807.00,0.00,254212.00,0.00,5100.00,0.00,0.00,0.00,5100.00,259312.00,950119.00,12365.00,0.00,0.00,0.00,0.00,0.00,0.00,12365.00,0.00,0.00,0.00,0.00,0.00,0.00,12365.00,0.00,0.00,937754.00,937754.00,46318.00,6027.00,2614.00,54959.00,0.00,0.00,76884.80,758.00,0.00,18166.30,95809.00,-40850.00,10322.00,0.00,0.00,70000.00,0.00,0.00,80322.00,0.00,0.00,0.00,0.00,0.00,39472.00,0.00,39472.00,898282.00,0.00,937754.00,950119.00,OK
Wyoming Tobacco Asset Securitization Corporation,9/30/2024,895261.00,0.00,598827.00,6804.00,1500892.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1500892.00,0.00,0.00,0.00,15340.00,0.00,2785000.00,0.00,2800340.00,0.00,0.00,11536320.00,0.00,0.00,11536320.00,14336660.00,0.00,1239389.00,-14075157.00,-12835768.00,0.00,0.00,600089.00,600089.00,0.00,0.00,0.00,0.00,0.00,398628.00,398628.00,201461.00,37251.00,0.00,0.00,0.00,0.00,0.00,37251.00,195450.00,0.00,0.00,0.00,195450.00,43262.00,0.00,43262.00,-12457712.00,-421318.00,-12835768.00,1500892.00,OK
Yates County Capital Resource Corporation,9/30/2024,41727.00,0.00,25000.00,0.00,66727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66727.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,66727.00,66727.00,378.00,0.00,0.00,378.00,0.00,0.00,2.00,0.00,0.00,2251.00,2253.00,-1875.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-1875.00,0.00,-1875.00,68602.00,0.00,66727.00,66727.00,OK
Yates Tobacco Asset Securitization Corporation,9/30/2024,27364.00,0.00,351890.00,24150.00,403404.00,436998.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,436998.00,840402.00,24614.00,0.00,0.00,13875.00,0.00,3324494.00,0.00,3362983.00,0.00,0.00,0.00,0.00,4062609.00,4062609.00,7425592.00,0.00,436998.00,-7022188.00,6585190.00,0.00,0.00,325974.00,325974.00,0.00,0.00,0.00,0.00,0.00,48354.00,48354.00,277620.00,20239.00,0.00,0.00,0.00,0.00,0.00,20239.00,465539.00,0.00,0.00,0.00,465539.00,-167680.00,0.00,-167680.00,-6434489.00,16979.00,-6585190.00,840402.00,OK
Yonkers Economic Development Corporation,9/30/2024,3649919.00,0.00,0.00,0.00,3649919.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,3649919.00,19650.00,0.00,0.00,0.00,0.00,0.00,0.00,19650.00,0.00,0.00,0.00,0.00,0.00,0.00,19650.00,0.00,0.00,3630269.00,3630269.00,546470.00,0.00,566755.00,1113225.00,0.00,0.00,37303.00,0.00,0.00,362370.00,399673.00,713552.00,0.00,0.00,0.00,0.00,0.00,95886.00,95886.00,0.00,0.00,0.00,0.00,0.00,809438.00,0.00,809438.00,2820831.00,0.00,3630269.00,3649919.00,OK
Batavia Development Corporation,10/31/2024,95670.00,0.00,131288.00,0.00,226958.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,226958.00,32076.00,0.00,0.00,2313.00,20000.00,0.00,0.00,54389.00,0.00,0.00,0.00,0.00,0.00,0.00,54389.00,0.00,0.00,172569.00,172569.00,110000.00,0.00,4964.00,114964.00,57388.00,0.00,28673.00,7.00,0.00,9068.00,95136.00,19828.00,0.00,16637.00,0.00,20000.00,0.00,0.00,36637.00,0.00,0.00,36637.00,0.00,36637.00,19828.00,0.00,19828.00,152741.00,0.00,172569.00,226958.00,OK
Cheektowaga Economic Development Corporation,10/31/2024,465796.00,135429.00,100903.00,0.00,702128.00,0.00,547419.00,0.00,0.00,0.00,0.00,0.00,0.00,547419.00,1249547.00,57103.00,0.00,0.00,0.00,0.00,0.00,0.00,57103.00,0.00,0.00,0.00,0.00,0.00,0.00,57103.00,0.00,0.00,1192444.00,1192444.00,0.00,5357.00,2417.00,7774.00,16561.00,0.00,24233.00,592.00,0.00,9718.00,51104.00,-43330.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30232.00,30232.00,-73562.00,0.00,-73562.00,1266006.00,0.00,1192444.00,1249547.00,OK
Salamanca Area Development Corporation,10/31/2024,178205.00,0.00,6452.00,10378.00,195035.00,0.00,0.00,41496.00,10000.00,76120.00,0.00,8881.00,77239.00,118735.00,313770.00,718.00,0.00,0.00,0.00,0.00,0.00,0.00,718.00,0.00,0.00,0.00,0.00,0.00,0.00,718.00,77239.00,0.00,235813.00,313052.00,0.00,28868.00,13824.00,42692.00,5678.00,2043.00,493.00,0.00,2537.00,0.00,10751.00,31941.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,31941.00,0.00,31941.00,281584.00,-473.00,313052.00,313770.00,OK
Utica Harbor Point Local Development Corporation,10/31/2024,1687.00,0.00,4022368.00,0.00,4024055.00,0.00,0.00,0.00,8869194.00,0.00,0.00,0.00,8869194.00,8869194.00,12893249.00,396412.00,0.00,0.00,0.00,0.00,0.00,7040590.00,7437002.00,0.00,0.00,0.00,0.00,0.00,0.00,7437002.00,1432192.00,0.00,4024055.00,5456247.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,112365.00,112365.00,-112365.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,201444.00,0.00,0.00,0.00,201444.00,-313809.00,4631041.00,4317232.00,1139015.00,0.00,5456247.00,12893249.00,OK
